year_month,Actor1CountryCode,Actor2CountryCode,total_events,geo_unrest_score,total_gov_gov_events,total_ngov_gov_events,total_gov_ngov_events,pol_involve_score,suri_score,avg_goldstein,total_mentions,total_sources,total_articles,avg_tone,ingested_at
2025-04-01,ISR,USA,229,14,7,2,0,0.039301310043668124,0.5502183406113538,-0.050655021834061315,621,232,621,-3.564168777725413,2026-02-25T02:34:42.092Z
2025-04-01,IRN,GBR,46,2,0,0,0,0.0,0.0,2.865217391304348,170,46,160,-2.7245241171370758,2026-02-25T02:34:42.092Z
2025-04-01,EGY,BRA,2,0,0,0,0,0.0,0.0,7.0,10,2,10,0.7936507936508,2026-02-25T02:34:42.092Z
2025-04-01,KOR,PSE,3,0,0,0,0,0.0,0.0,-2.0,14,3,14,-3.223234848226453,2026-02-25T02:34:42.092Z
2025-04-01,USA,TUR,20,0,0,0,0,0.0,0.0,-2.13,67,20,67,-3.0907693409263155,2026-02-25T02:34:42.092Z
2025-04-01,ETH,ETH,10,0,0,0,0,0.0,0.0,-1.3,32,10,32,0.8412973306478971,2026-02-25T02:34:42.092Z
2025-04-01,ARG,DEU,2,0,0,0,0,0.0,0.0,2.8,4,2,4,1.56479217603912,2026-02-25T02:34:42.092Z
2025-04-01,TUR,BRA,1,0,0,0,0,0.0,0.0,-5.0,4,1,4,2.20588235294118,2026-02-25T02:34:42.092Z
2025-04-01,TUR,USA,17,0,0,0,0,0.0,0.0,-3.576470588235294,48,17,48,-1.9629923002644911,2026-02-25T02:34:42.092Z
2025-04-01,GBR,TWN,3,0,0,0,0,0.0,0.0,1.8999999999999997,8,3,8,0.78740157480315,2026-02-25T02:34:42.092Z
2025-04-01,ISR,DEU,10,0,0,0,0,0.0,0.0,2.46,22,10,22,-5.5233000189658,2026-02-25T02:34:42.092Z
2025-04-01,DEU,MEX,3,0,0,0,0,0.0,0.0,3.0,9,3,9,-2.05761316872428,2026-02-25T02:34:42.092Z
2025-04-01,DEU,CHN,32,4,1,0,0,0.03125,0.125,-2.478125,117,32,115,-2.414345878430602,2026-02-25T02:34:42.092Z
2025-04-01,KOR,FRA,5,0,0,0,0,0.0,0.0,2.74,22,5,22,3.589645320883566,2026-02-25T02:34:42.092Z
2025-04-01,FRA,RUS,58,0,1,0,0,0.017241379310344827,0.0,-0.7896551724137931,180,58,180,-5.149438409343425,2026-02-25T02:34:42.092Z
2025-04-01,EGY,ETH,3,0,0,0,0,0.0,0.0,8.0,10,3,10,-3.6274509803921497,2026-02-25T02:34:42.092Z
2025-04-01,PRK,UKR,11,0,0,0,0,0.0,0.0,1.5363636363636362,48,11,48,-3.3029873167425707,2026-02-25T02:34:42.092Z
2025-04-01,USA,ETH,2,0,0,0,0,0.0,0.0,7.0,10,2,10,6.47249190938511,2026-02-25T02:34:42.092Z
2025-04-01,UKR,DEU,20,0,0,0,0,0.0,0.0,0.4099999999999994,95,26,95,-2.411387711694047,2026-02-25T02:34:42.092Z
2025-04-01,PSE,USA,85,13,0,0,0,0.0,0.0,-2.3294117647058816,288,92,287,-3.7026554196022756,2026-02-25T02:34:42.092Z
2025-04-01,DEU,ARG,5,0,0,0,0,0.0,0.0,3.7600000000000002,8,5,8,-0.6879517427230382,2026-02-25T02:34:42.092Z
2025-04-01,IND,DEU,2,0,0,0,0,0.0,0.0,0.0,4,2,4,5.601733809280985,2026-02-25T02:34:42.092Z
2025-04-01,UKR,ISR,3,0,0,0,0,0.0,0.0,4.933333333333334,14,3,14,-7.700646379291648,2026-02-25T02:34:42.092Z
2025-04-01,UKR,USA,445,4,11,0,0,0.024719101123595506,0.09887640449438202,3.170561797752808,1612,512,1610,-1.0549365315591315,2026-02-25T02:34:42.092Z
2025-04-01,IND,IRN,13,0,0,0,0,0.0,0.0,-0.23846153846153856,20,13,20,-3.5155772876400615,2026-02-25T02:34:42.092Z
2025-04-01,EGY,USA,33,1,0,0,0,0.0,0.0,0.6787878787878787,128,34,128,-2.305758940669121,2026-02-25T02:34:42.092Z
2025-04-01,TWN,TWN,36,6,3,0,0,0.08333333333333333,0.5,1.6638888888888888,106,36,106,-0.1443409509949036,2026-02-25T02:34:42.092Z
2025-04-01,IND,RUS,16,0,1,0,0,0.0625,0.0,0.7937500000000001,71,22,71,1.290295426034157,2026-02-25T02:34:42.092Z
2025-04-01,USA,TWN,22,1,0,0,0,0.0,0.0,3.7,165,23,165,1.135057131654301,2026-02-25T02:34:42.092Z
2025-04-01,ISR,TUR,36,2,0,0,0,0.0,0.0,1.361111111111111,116,36,116,-2.5103807127051763,2026-02-25T02:34:42.092Z
2025-04-01,CHN,RUS,114,1,3,0,0,0.02631578947368421,0.02631578947368421,2.0921052631578956,311,119,311,-0.9662407052069678,2026-02-25T02:34:42.092Z
2025-04-01,CHN,FRA,16,0,0,0,0,0.0,0.0,3.95625,36,16,36,-5.114439114966032,2026-02-25T02:34:42.092Z
2025-04-01,VEN,GBR,1,0,0,0,0,0.0,0.0,3.5,2,1,2,-2.51299826689774,2026-02-25T02:34:42.092Z
2025-04-01,IND,EGY,2,0,0,0,0,0.0,0.0,-9.0,6,2,6,-7.92291220556749,2026-02-25T02:34:42.092Z
2025-04-01,SYR,ISR,73,4,0,0,0,0.0,0.0,-0.289041095890411,240,75,240,-5.399703751446891,2026-02-25T02:34:42.092Z
2025-04-01,IRN,RUS,42,0,5,0,0,0.11904761904761904,0.0,2.1619047619047613,121,43,121,-0.723046040333979,2026-02-25T02:34:42.092Z
2025-04-01,CHN,TUR,2,0,0,0,0,0.0,0.0,3.0,10,2,10,-4.25411230856495,2026-02-25T02:34:42.092Z
2025-04-01,IND,UKR,5,2,0,0,0,0.0,0.0,-3.6,18,5,18,-1.867657473799254,2026-02-25T02:34:42.092Z
2025-04-01,BRA,ARG,4,0,0,0,0,0.0,0.0,3.9,8,4,8,-3.153942570000965,2026-02-25T02:34:42.092Z
2025-04-01,PRK,RUS,147,2,0,4,0,0.027210884353741496,0.05442176870748299,1.588435374149662,449,149,448,-2.523760742939529,2026-02-25T02:34:42.092Z
2025-04-01,GBR,ETH,3,0,0,0,0,0.0,0.0,2.4999999999999996,9,3,9,-5.455884085286836,2026-02-25T02:34:42.092Z
2025-04-01,BRA,CHN,35,0,7,0,1,0.22857142857142856,0.0,3.0971428571428574,167,35,167,1.411699709268303,2026-02-25T02:34:42.092Z
2025-04-01,TUR,PAK,20,0,0,0,0,0.0,0.0,3.4299999999999997,68,20,68,-2.7061647243853475,2026-02-25T02:34:42.092Z
2025-04-01,PSE,GBR,25,2,0,0,0,0.0,0.0,2.58,53,26,53,-2.091663759228664,2026-02-25T02:34:42.092Z
2025-04-01,PSE,FRA,8,0,0,0,0,0.0,0.0,-2.2625,31,9,31,-4.024807145025656,2026-02-25T02:34:42.092Z
2025-04-01,IND,ISR,1,0,0,0,0,0.0,0.0,2.8,1,1,1,8.09859154929577,2026-02-25T02:34:42.092Z
2025-04-01,ISR,FRA,19,2,0,0,0,0.0,0.0,-2.9473684210526314,83,23,83,-4.532149348604146,2026-02-25T02:34:42.092Z
2025-04-01,TUR,PSE,27,1,0,0,2,0.07407407407407407,0.07407407407407407,2.214814814814815,74,27,74,-4.531793419107649,2026-02-25T02:34:42.092Z
2025-04-01,KOR,USA,129,0,2,0,1,0.023255813953488372,0.0,2.9558139534883727,488,134,488,-0.08600463231419558,2026-02-25T02:34:42.092Z
2025-04-01,PRK,CHN,11,3,0,0,0,0.0,0.0,-0.22727272727272727,35,11,35,-2.3855116647734556,2026-02-25T02:34:42.092Z
2025-04-01,FRA,ETH,3,0,0,0,0,0.0,0.0,3.4,10,3,10,6.42673521850899,2026-02-25T02:34:42.092Z
2025-04-01,TWN,USA,28,5,0,0,0,0.0,0.0,1.285714285714286,131,28,121,0.08257616867368393,2026-02-25T02:34:42.092Z
2025-04-01,CHN,TWN,74,4,0,0,0,0.0,0.0,0.20405405405405397,254,75,254,-1.7133267764768427,2026-02-25T02:34:42.092Z
2025-04-01,EGY,SYR,4,0,0,0,0,0.0,0.0,2.625,10,4,10,-6.99432892249527,2026-02-25T02:34:42.092Z
2025-04-01,IRN,FRA,41,2,1,0,0,0.024390243902439025,0.04878048780487805,2.702439024390244,156,41,146,-3.5870511843787853,2026-02-25T02:34:42.092Z
2025-04-01,GBR,CHN,40,7,2,0,0,0.05,0.35000000000000003,1.5674999999999997,167,40,150,-0.10559362531922079,2026-02-25T02:34:42.092Z
2025-04-01,UKR,CHN,33,6,0,0,0,0.0,0.0,-0.8787878787878788,98,33,98,-3.8083114085008094,2026-02-25T02:34:42.092Z
2025-04-01,ETH,USA,3,0,0,0,0,0.0,0.0,5.0,12,3,12,6.47249190938511,2026-02-25T02:34:42.092Z
2025-04-01,GBR,BRA,5,0,0,0,0,0.0,0.0,2.2,13,5,13,-1.8087305806604035,2026-02-25T02:34:42.092Z
2025-04-01,SYR,PSE,1,0,0,0,0,0.0,0.0,-0.4,2,1,2,-4.75113122171946,2026-02-25T02:34:42.092Z
2025-04-01,SYR,TUR,4,0,0,0,0,0.0,0.0,2.2,19,4,19,-2.1326825598701826,2026-02-25T02:34:42.092Z
2025-04-01,FRA,IND,13,0,0,0,0,0.0,0.0,3.907692307692307,31,13,31,0.4557445595578354,2026-02-25T02:34:42.092Z
2025-04-01,BRA,IRN,3,0,0,0,0,0.0,0.0,4.2,20,3,20,1.24223602484472,2026-02-25T02:34:42.092Z
2025-04-01,MEX,DEU,3,0,0,0,0,0.0,0.0,3.0,9,3,9,-2.05761316872428,2026-02-25T02:34:42.092Z
2025-04-01,USA,IRN,177,0,0,1,0,0.005649717514124294,0.0,3.249717514124294,643,179,643,-2.5365670524839143,2026-02-25T02:34:42.092Z
2025-04-01,UKR,FRA,66,0,0,0,4,0.06060606060606061,0.0,4.4772727272727275,179,66,179,-1.798948933086547,2026-02-25T02:34:42.092Z
2025-04-01,ISR,UKR,3,0,0,0,0,0.0,0.0,6.066666666666666,5,3,5,-4.341674236290464,2026-02-25T02:34:42.092Z
2025-04-01,RUS,SYR,1,0,0,0,0,0.0,0.0,3.4,3,1,3,-1.30641330166271,2026-02-25T02:34:42.092Z
2025-04-01,USA,EGY,40,0,0,0,0,0.0,0.0,0.7674999999999995,113,40,113,-1.9090379215729818,2026-02-25T02:34:42.092Z
2025-04-01,TWN,MEX,1,0,0,0,0,0.0,0.0,6.4,2,1,2,-5.13552068473609,2026-02-25T02:34:42.092Z
2025-04-01,KOR,PRK,61,2,0,0,0,0.0,0.0,0.5262295081967212,151,67,151,-2.3538172914189626,2026-02-25T02:34:42.092Z
2025-04-01,VEN,UKR,2,0,0,0,0,0.0,0.0,7.0,2,2,2,2.06896551724138,2026-02-25T02:34:42.092Z
2025-04-01,SYR,IRN,5,0,0,0,0,0.0,0.0,-2.3200000000000003,18,5,18,-3.047417226928436,2026-02-25T02:34:42.092Z
2025-04-01,PSE,ISR,397,23,3,5,0,0.020151133501259445,0.4634760705289672,-0.9483627204030235,1206,421,1190,-4.870443580770238,2026-02-25T02:34:42.092Z
2025-04-01,USA,KOR,98,2,2,1,0,0.030612244897959183,0.061224489795918366,3.21530612244898,359,100,359,0.05702157384478271,2026-02-25T02:34:42.092Z
2025-04-01,CHN,SYR,11,0,1,0,0,0.09090909090909091,0.0,3.872727272727272,32,11,32,-1.1984177533438365,2026-02-25T02:34:42.092Z
2025-04-01,UKR,IRN,13,0,0,0,0,0.0,0.0,4.4230769230769225,37,13,37,-3.376805151370751,2026-02-25T02:34:42.092Z
2025-04-01,DEU,EGY,2,0,0,0,0,0.0,0.0,1.9,3,2,3,-2.60303687635575,2026-02-25T02:34:42.092Z
2025-04-01,PAK,TUR,11,0,0,0,0,0.0,0.0,3.9181818181818184,44,11,44,-0.2907678033242416,2026-02-25T02:34:42.092Z
2025-04-01,FRA,PAK,5,0,0,0,0,0.0,0.0,6.4,14,5,14,-1.977803791765588,2026-02-25T02:34:42.092Z
2025-04-01,USA,UKR,475,7,8,0,0,0.016842105263157894,0.11789473684210526,2.8498947368421033,1649,518,1643,-1.3439147044034596,2026-02-25T02:34:42.092Z
2025-04-01,USA,VEN,93,5,0,1,0,0.010752688172043012,0.05376344086021506,-1.9946236559139783,353,111,353,-6.204615068005188,2026-02-25T02:34:42.092Z
2025-04-01,DEU,KOR,1,1,0,0,0,0.0,0.0,-4.4,4,1,4,3.59355638166047,2026-02-25T02:34:42.092Z
2025-04-01,ARG,CHN,7,0,0,0,0,0.0,0.0,1.9428571428571428,18,7,18,0.024417602116342887,2026-02-25T02:34:42.092Z
2025-04-01,DEU,GBR,74,1,0,0,0,0.0,0.0,1.9756756756756755,232,78,224,-2.065884528802482,2026-02-25T02:34:42.092Z
2025-04-01,PAK,CHN,51,4,1,0,0,0.0196078431372549,0.0784313725490196,1.3823529411764706,177,51,177,-1.7723047852669604,2026-02-25T02:34:42.092Z
2025-04-01,RWA,RWA,6,0,0,0,0,0.0,0.0,-0.9,39,6,39,-3.9697128318745634,2026-02-25T02:34:42.092Z
2025-04-01,DEU,DEU,69,4,0,0,0,0.0,0.0,0.7144927536231883,230,73,230,-0.9037933592195408,2026-02-25T02:34:42.092Z
2025-04-01,GBR,TUR,8,0,0,0,0,0.0,0.0,0.4125000000000001,40,8,40,0.6848700602487426,2026-02-25T02:34:42.092Z
2025-04-01,KOR,PAK,7,0,0,0,0,0.0,0.0,3.4,21,7,21,4.263743598748219,2026-02-25T02:34:42.092Z
2025-04-01,VEN,RUS,3,0,0,0,0,0.0,0.0,-4.333333333333333,8,3,8,-3.09777347531462,2026-02-25T02:34:42.092Z
2025-04-01,UKR,KOR,9,0,0,0,0,0.0,0.0,0.0,26,9,26,-3.804482219264295,2026-02-25T02:34:42.092Z
2025-04-01,USA,PSE,122,7,0,0,0,0.0,0.0,0.8860655737704924,376,142,364,-3.42516949936215,2026-02-25T02:34:42.092Z
2025-04-01,FRA,DEU,60,0,0,0,0,0.0,0.0,3.24,189,65,189,-1.7177808847779976,2026-02-25T02:34:42.092Z
2025-04-01,EGY,ERI,3,0,0,0,0,0.0,0.0,3.5,5,3,5,-1.03092783505155,2026-02-25T02:34:42.092Z
2025-04-01,IND,IND,159,15,17,2,3,0.13836477987421383,2.0754716981132075,-0.4628930817610064,793,163,760,-2.84078803618033,2026-02-25T02:34:42.092Z
2025-04-01,CHN,IRN,48,0,0,0,0,0.0,0.0,1.689583333333333,114,52,114,-0.845313685251238,2026-02-25T02:34:42.092Z
2025-04-01,RUS,ETH,11,0,1,0,0,0.09090909090909091,0.0,3.127272727272727,40,11,40,3.892544570269014,2026-02-25T02:34:42.092Z
2025-04-01,RUS,EGY,3,0,0,0,0,0.0,0.0,4.466666666666667,4,3,4,-4.711374845603037,2026-02-25T02:34:42.092Z
2025-04-01,FRA,UKR,81,0,0,4,0,0.04938271604938271,0.0,2.941975308641976,222,81,222,-2.3866502690228075,2026-02-25T02:34:42.092Z
2025-04-01,RUS,BRA,26,6,0,0,0,0.0,0.0,2.7615384615384615,111,26,111,-1.9230548797199407,2026-02-25T02:34:42.092Z
2025-04-01,ISR,COD,2,0,0,0,0,0.0,0.0,-9.5,2,2,2,-4.08825438027255,2026-02-25T02:34:42.092Z
2025-04-01,BRA,IND,3,0,0,0,0,0.0,0.0,7.466666666666666,12,3,12,1.15740740740741,2026-02-25T02:34:42.092Z
2025-04-01,MEX,MEX,64,3,3,0,0,0.046875,0.140625,-2.0296875,166,64,165,-4.603371173930305,2026-02-25T02:34:42.092Z
2025-04-01,PRK,IRN,3,0,0,0,0,0.0,0.0,-0.4000000000000001,10,3,10,-0.92378752886836,2026-02-25T02:34:42.092Z
2025-04-01,RUS,IND,6,0,1,0,0,0.16666666666666666,0.0,-2.033333333333333,22,6,22,-2.313539038092523,2026-02-25T02:34:42.092Z
2025-04-01,FRA,GBR,160,0,0,0,0,0.0,0.0,2.467499999999999,489,168,473,-2.5371689531262307,2026-02-25T02:34:42.092Z
2025-04-01,PAK,ISR,9,2,0,0,0,0.0,0.0,-2.1,20,9,20,-6.909302430295778,2026-02-25T02:34:42.092Z
2025-04-01,TUR,GBR,3,0,0,0,0,0.0,0.0,2.4,18,3,18,3.7696928755820465,2026-02-25T02:34:42.092Z
2025-04-01,CHN,USA,463,19,6,0,4,0.02159827213822894,0.41036717062634986,0.7146868250539959,1694,486,1674,-1.965266104912121,2026-02-25T02:34:42.092Z
2025-04-01,TUR,RUS,13,0,0,0,0,0.0,0.0,1.4153846153846152,34,13,34,-1.6509766117740499,2026-02-25T02:34:42.092Z
2025-04-01,SYR,RUS,9,0,0,0,0,0.0,0.0,-5.333333333333333,30,9,30,-2.221956254437058,2026-02-25T02:34:42.092Z
2025-04-01,PAK,IRN,25,2,0,0,0,0.0,0.0,0.8000000000000002,71,25,71,-5.8020987029239715,2026-02-25T02:34:42.092Z
2025-04-01,CHN,MEX,6,0,0,0,0,0.0,0.0,6.3999999999999995,16,6,14,-2.1505041049605302,2026-02-25T02:34:42.092Z
2025-04-01,RUS,UKR,759,48,6,0,2,0.010540184453227932,0.5059288537549407,-0.8638998682476955,2380,794,2326,-3.4644397690331896,2026-02-25T02:34:42.092Z
2025-04-01,PAK,USA,80,0,0,1,15,0.2,0.0,1.0762499999999997,267,80,267,-3.4242595663194977,2026-02-25T02:34:42.092Z
2025-04-01,PAK,GBR,30,0,0,0,2,0.06666666666666667,0.0,-1.2566666666666666,94,30,94,-4.6936163031310905,2026-02-25T02:34:42.092Z
2025-04-01,GBR,EGY,3,0,0,0,0,0.0,0.0,2.7999999999999994,10,3,10,-4.55153949129853,2026-02-25T02:34:42.092Z
2025-04-01,FRA,PSE,26,0,0,0,0,0.0,0.0,0.9576923076923076,60,27,60,-3.706992257548269,2026-02-25T02:34:42.092Z
2025-04-01,USA,USA,5055,185,97,49,71,0.042927794263105834,7.94164193867458,0.5495153313551046,15978,5326,15616,-2.190388651654526,2026-02-25T02:34:42.092Z
2025-04-01,IRN,UKR,11,0,0,0,0,0.0,0.0,4.209090909090909,30,11,30,-3.6142858322080476,2026-02-25T02:34:42.092Z
2025-04-01,TUR,UKR,3,2,0,0,0,0.0,0.0,-3.3333333333333335,8,3,8,-5.199767982685683,2026-02-25T02:34:42.092Z
2025-04-01,DEU,UKR,31,3,0,0,0,0.0,0.0,-2.4000000000000004,86,31,86,-1.5466495169072991,2026-02-25T02:34:42.092Z
2025-04-01,TUR,SYR,12,0,0,0,0,0.0,0.0,-2.033333333333333,64,12,64,-3.186833219532179,2026-02-25T02:34:42.092Z
2025-04-01,ISR,IND,1,0,0,0,0,0.0,0.0,1.9,1,1,1,8.09859154929577,2026-02-25T02:34:42.092Z
2025-04-01,DEU,RUS,28,2,0,0,0,0.0,0.0,0.3714285714285714,77,28,77,-1.8874271867884218,2026-02-25T02:34:42.092Z
2025-04-01,USA,CHN,501,15,2,6,3,0.021956087824351298,0.32934131736526945,1.2700598802395193,1885,516,1874,-2.1610930114404625,2026-02-25T02:34:42.092Z
2025-04-01,PRK,USA,17,0,0,0,0,0.0,0.0,2.1176470588235294,58,17,58,-1.8529335739538118,2026-02-25T02:34:42.092Z
2025-04-01,DEU,USA,97,3,1,0,0,0.010309278350515464,0.030927835051546393,1.2639175257731963,269,101,268,-1.202635721967901,2026-02-25T02:34:42.092Z
2025-04-01,RUS,KOR,22,0,0,0,0,0.0,0.0,3.2590909090909093,69,23,69,-2.0993713452543026,2026-02-25T02:34:42.092Z
2025-04-01,DEU,IRN,23,0,0,0,0,0.0,0.0,5.326086956521739,90,23,80,-1.6387841228786655,2026-02-25T02:34:42.092Z
2025-04-01,USA,ISR,311,17,6,2,2,0.03215434083601286,0.5466237942122186,-0.1704180064308684,899,336,899,-3.1178844960961265,2026-02-25T02:34:42.092Z
2025-04-01,RUS,PRK,113,0,0,0,3,0.02654867256637168,0.0,2.326548672566373,317,119,315,-1.7461442968011962,2026-02-25T02:34:42.092Z
2025-04-01,TUR,ISR,61,5,0,0,0,0.0,0.0,-0.5360655737704917,189,61,189,-3.7574779175347968,2026-02-25T02:34:42.092Z
2025-04-01,EGY,GBR,3,0,0,0,0,0.0,0.0,1.7666666666666668,22,3,22,-2.4596470171875233,2026-02-25T02:34:42.092Z
2025-04-01,PAK,BRA,2,0,0,0,0,0.0,0.0,3.4,10,2,10,-2.19702338766832,2026-02-25T02:34:42.092Z
2025-04-01,KOR,TWN,2,0,0,0,0,0.0,0.0,7.4,5,2,5,-2.72108843537415,2026-02-25T02:34:42.092Z
2025-04-01,CHN,UKR,26,0,0,0,1,0.038461538461538464,0.0,2.126923076923077,67,26,67,-1.3035507688230092,2026-02-25T02:34:42.092Z
2025-04-01,PSE,TUR,14,0,0,2,0,0.14285714285714285,0.0,3.892857142857143,34,14,34,-2.025494769708451,2026-02-25T02:34:42.092Z
2025-04-01,EGY,DEU,2,0,0,0,0,0.0,0.0,2.8,3,2,3,-2.60303687635575,2026-02-25T02:34:42.092Z
2025-04-01,GBR,GBR,489,17,9,7,12,0.05725971370143149,0.9734151329243353,0.9323108384458089,1788,582,1747,-0.9781802321648114,2026-02-25T02:34:42.092Z
2025-04-01,EGY,CHN,7,0,0,0,0,0.0,0.0,2.2,24,7,24,2.924153365316593,2026-02-25T02:34:42.092Z
2025-04-01,GBR,PAK,25,9,0,0,0,0.0,0.0,-3.676,82,25,82,-9.169537272207084,2026-02-25T02:34:42.092Z
2025-04-01,DEU,PSE,6,0,0,0,0,0.0,0.0,3.4,12,6,12,-1.8352865439596366,2026-02-25T02:34:42.092Z
2025-04-01,ISR,RUS,12,0,0,0,0,0.0,0.0,2.233333333333333,32,12,32,-4.192084902985368,2026-02-25T02:34:42.092Z
2025-04-01,PRK,KOR,30,7,0,0,0,0.0,0.0,-1.113333333333333,102,34,102,-1.260446710987142,2026-02-25T02:34:42.092Z
2025-04-01,UKR,VEN,2,0,0,0,0,0.0,0.0,7.0,2,2,2,2.06896551724138,2026-02-25T02:34:42.092Z
2025-04-01,ISR,SYR,130,16,0,0,1,0.007692307692307693,0.12307692307692308,-3.133076923076923,444,145,444,-5.962148364786436,2026-02-25T02:34:42.092Z
2025-04-01,MEX,BRA,3,0,0,0,0,0.0,0.0,3.0,9,3,9,-2.05761316872428,2026-02-25T02:34:42.092Z
2025-04-01,GBR,VEN,2,0,0,0,0,0.0,0.0,5.45,4,2,4,-2.51299826689774,2026-02-25T02:34:42.092Z
2025-04-01,TWN,KOR,1,0,0,0,0,0.0,0.0,6.4,2,1,2,-5.13552068473609,2026-02-25T02:34:42.092Z
2025-04-01,RUS,TUR,15,0,0,0,0,0.0,0.0,1.9666666666666666,38,15,38,-1.4963779061535705,2026-02-25T02:34:42.092Z
2025-04-01,IND,BRA,2,0,0,0,0,0.0,0.0,8.0,6,2,6,1.15740740740741,2026-02-25T02:34:42.092Z
2025-04-01,UKR,PRK,25,0,0,0,0,0.0,0.0,-7.284000000000001,88,27,88,-3.650055798789592,2026-02-25T02:34:42.092Z
2025-04-01,EGY,FRA,1,0,0,0,0,0.0,0.0,2.8,2,1,2,-0.30659172202351,2026-02-25T02:34:42.092Z
2025-04-01,BRA,DEU,3,0,0,0,0,0.0,0.0,3.0,9,3,9,-2.05761316872428,2026-02-25T02:34:42.092Z
2025-04-01,UKR,PSE,12,0,0,0,0,0.0,0.0,-0.25,34,12,34,-5.093913167602129,2026-02-25T02:34:42.092Z
2025-04-01,EGY,PSE,26,0,0,0,0,0.0,0.0,2.6384615384615384,58,26,58,-1.7634613092439106,2026-02-25T02:34:42.092Z
2025-04-01,PSE,UKR,2,0,0,0,0,0.0,0.0,7.4,4,2,4,-9.79658360402519,2026-02-25T02:34:42.092Z
2025-04-01,KOR,KOR,86,0,4,0,0,0.046511627906976744,0.0,2.58139534883721,271,91,267,0.2986898609482598,2026-02-25T02:34:42.092Z
2025-04-01,CHN,CHN,462,17,32,0,2,0.0735930735930736,1.2510822510822512,1.4056277056277047,1419,470,1406,-0.5153839692555503,2026-02-25T02:34:42.092Z
2025-04-01,ERI,EGY,3,0,0,0,0,0.0,0.0,3.5,5,3,5,-1.03092783505155,2026-02-25T02:34:42.092Z
2025-04-01,PAK,UKR,3,0,0,0,0,0.0,0.0,3.4,20,3,20,8.04597701149426,2026-02-25T02:34:42.092Z
2025-04-01,GBR,FRA,135,1,0,0,0,0.0,0.0,3.166666666666666,422,146,420,-1.6119862610524385,2026-02-25T02:34:42.092Z
2025-04-01,RUS,ISR,11,3,0,0,0,0.0,0.0,-3.3090909090909095,44,11,44,-6.004265002698653,2026-02-25T02:34:42.092Z
2025-04-01,KOR,CHN,22,0,0,1,0,0.045454545454545456,0.0,4.486363636363636,75,22,75,-1.08383106988188,2026-02-25T02:34:42.092Z
2025-04-01,GBR,SYR,11,0,0,0,0,0.0,0.0,0.027272727272727337,42,14,42,0.4487720510800855,2026-02-25T02:34:42.092Z
2025-04-01,SYR,GBR,8,0,0,0,0,0.0,0.0,-2.8,23,8,23,-4.2877970163126395,2026-02-25T02:34:42.092Z
2025-04-01,CHN,BRA,45,2,8,1,0,0.2,0.4,2.651111111111111,184,45,184,0.5768221316386098,2026-02-25T02:34:42.092Z
2025-04-01,PRK,PAK,3,0,0,0,0,0.0,0.0,-4.0,5,3,5,-1.10497237569061,2026-02-25T02:34:42.092Z
2025-04-01,BRA,EGY,1,0,0,0,0,0.0,0.0,7.0,10,1,10,0.7936507936508,2026-02-25T02:34:42.092Z
2025-04-01,TUR,EGY,6,4,0,0,0,0.0,0.0,-3.7000000000000006,30,6,30,-1.0681520314547868,2026-02-25T02:34:42.092Z
2025-04-01,VEN,VEN,49,0,0,0,0,0.0,0.0,0.24081632653061222,140,51,140,-5.281473493147719,2026-02-25T02:34:42.092Z
2025-04-01,GBR,IRN,32,0,0,0,0,0.0,0.0,4.018750000000001,138,32,128,-2.367195412155166,2026-02-25T02:34:42.092Z
2025-04-01,PAK,RUS,17,2,1,0,1,0.11764705882352941,0.23529411764705882,0.17647058823529407,77,17,77,-5.9092899356942,2026-02-25T02:34:42.092Z
2025-04-01,TWN,DEU,8,0,0,0,0,0.0,0.0,2.8000000000000003,39,8,31,2.2263367052023173,2026-02-25T02:34:42.092Z
2025-04-01,PSE,EGY,23,0,0,0,0,0.0,0.0,3.1478260869565213,78,23,78,-3.9408216388814052,2026-02-25T02:34:42.092Z
2025-04-01,MEX,GBR,3,0,0,0,0,0.0,0.0,3.0,9,3,9,-2.05761316872428,2026-02-25T02:34:42.092Z
2025-04-01,RUS,CHN,85,4,0,0,0,0.0,0.0,1.6635294117647057,222,90,222,-0.4324012535996365,2026-02-25T02:34:42.092Z
2025-04-01,USA,IND,28,0,0,1,0,0.03571428571428571,0.0,1.1999999999999997,115,28,105,-2.5728563883997047,2026-02-25T02:34:42.092Z
2025-04-01,RUS,TWN,3,0,0,0,0,0.0,0.0,6.400000000000001,10,3,10,-2.39390642002176,2026-02-25T02:34:42.092Z
2025-04-01,KOR,RUS,71,6,0,0,0,0.0,0.0,0.8774647887323945,205,71,205,-2.951165703407462,2026-02-25T02:34:42.092Z
2025-04-01,ETH,GBR,3,0,0,0,0,0.0,0.0,2.1999999999999997,9,3,9,-5.455884085286836,2026-02-25T02:34:42.092Z
2025-04-01,SYR,CHN,5,0,1,0,0,0.2,0.0,3.8,14,5,14,-1.78750631139398,2026-02-25T02:34:42.092Z
2025-04-01,FRA,IRN,37,1,1,0,0,0.02702702702702703,0.02702702702702703,2.4054054054054053,128,37,118,-2.7758657122870516,2026-02-25T02:34:42.092Z
2025-04-01,IND,CHN,8,0,0,0,0,0.0,0.0,4.35,21,8,21,-4.987458717072918,2026-02-25T02:34:42.092Z
2025-04-01,PSE,SYR,1,0,0,0,0,0.0,0.0,-0.4,2,1,2,-4.75113122171946,2026-02-25T02:34:42.092Z
